paper_id,paper_title,q_id,q_type,question,expected_answer,expected_concepts,difficulty,source_page,status,reviewer_notes,corrected_answer,corrected_concepts
06_star_aligner,06_star_aligner,06_star_aligner_FR1,factual_recall,"What is the reported mapping speed of STAR when using a 12-core server for 2 x 76 bp paired-end reads, and how does this compare to other aligners?",STAR can align 550 million 2 x 76 bp paired-end reads per hour to the human genome on a 12-core server. This performance makes STAR approximately 50 times faster than other existing RNA-seq aligners available at the time of the study.,"550 million reads per hour, 12-core server, 50 times faster, paired-end reads",easy,1,PENDING,,,
06_star_aligner,06_star_aligner,06_star_aligner_CO2,conceptual,How does the Maximum Mappable Prefix (MMP) search mechanism facilitate the identification of diverse sequence features beyond simple genomic mapping?,"The MMP search identifies the longest prefix of a read that matches the reference genome perfectly. By sequentially applying this search to the unmapped portions of a read, STAR can discovery diverse features such as splice junctions (canonical and non-canonical), mismatches, and sequence tails like poly-A stretches or adapters, as well as chimeric/fusion junctions.","Sequential search, splice junctions, mismatches, sequence tails, chimeric junctions",medium,1-2,PENDING,,,
06_star_aligner,06_star_aligner,06_star_aligner_TE3,technical,"According to the experimental benchmarks using ENCODE datasets, what percentage of reads did STAR successfully align, and which other aligner achieved a similar percentage?","In the experimental ENCODE datasets, STAR aligned 94% of the reads. This percentage was the highest among the tested tools and was matched only by the GSNAP aligner, while other tools like RUM, MapSplice, and TopHat2 aligned significantly fewer reads (86%, 85%, and 71% respectively).","94%, ENCODE datasets, GSNAP, TopHat2, alignment percentage",medium,3,PENDING,,,
22_pig_mags,22_pig_mags,22_pig_mags_FR1,factual_recall,"What percentage of the recovered metagenome-assembled genomes (MAGs) were assigned to species without cultured representatives, and what does this suggest about the swine gut microbiome?",82% of the MAGs were assigned to species that lack cultured representatives. This finding indicates that a large portion of the swine gut microbiome remains poorly characterized and potentially contains many novel species.,"82%, uncultured species, swine gut microbiome, poorly characterized, MAGs",easy,1,PENDING,,,
22_pig_mags,22_pig_mags,22_pig_mags_CO2,conceptual,"Based on the study's findings, how does the transition from nursing to weaning impact the taxonomic composition and relative abundance of specific bacterial groups in pigs?","Weaning is associated with a significant shift in the microbiome, characterized by a decrease in the relative abundance of 69 MAGs, such as E. coli, and an increase in 140 MAGs, including Clostridium sp000435835. This transition is further visualized in a phylogenetic tree (Figure 1) which maps these changes alongside taxonomic classification and CAZyme counts to show how the community structure adapts to post-weaning conditions.","weaning, relative abundance, E. coli, Clostridium sp000435835, taxonomic classification, microbial shift",medium,"1, 3",PENDING,,,
22_pig_mags,22_pig_mags,22_pig_mags_TE3,technical,"Describe the bioinformatic workflow and specific quality thresholds used to identify, assess, and dereplicate the non-redundant MAGs reported in this research.","The study utilized MEGAHIT for de novo assembly and MetaBAT 2 for binning. Quality assessment was performed using CheckM, requiring >90% completeness and <5% contamination for high-quality MAGs, which were then dereplicated using dRep with a 99% Average Nucleotide Identity (ANI) threshold.","MEGAHIT, MetaBAT 2, CheckM, dRep, 99% ANI, completeness and contamination",hard,"1, 2",PENDING,,,
45_kenya_amr_digital,45_kenya_amr_digital,45_kenya_amr_digital_FR1,factual_recall,How many surveillance sites submitted data to the WHO Global Antimicrobial Resistance and Use Surveillance System (GLASS) during the 2022 data call?,"In the 2022 data call, Kenya submitted data from 16 surveillance sites. This represents a significant increase from the 6 sites that submitted data in 2021.","16 surveillance sites, WHO GLASS, 2022 data call, reporting capacity",easy,4,PENDING,,,
45_kenya_amr_digital,45_kenya_amr_digital,45_kenya_amr_digital_CO2,conceptual,How does the OHAMRS architecture enable a One Health approach to antimicrobial resistance surveillance?,"The OHAMRS integrates human and animal health data by routing information from various surveillance sites into a centralized national Central Data Warehouse (CDW). Using Open Interop middleware for interoperability and DHIS2 for visualization, the system creates a unified platform where 17 of the 42 dashboards are specifically dedicated to monitoring priority pathogens across both sectors.","One Health approach, Central Data Warehouse (CDW), Open Interop middleware, DHIS2, human and animal health integration",medium,"1, 5",PENDING,,,
45_kenya_amr_digital,45_kenya_amr_digital,45_kenya_amr_digital_TE3,technical,"What are the three specific methods used by the 17 human health surveillance sites to submit data to the system, and what is the percentage breakdown for each method?","The data submission methods for the 17 sites include Laboratory Information Management Systems (LIMS) at 43%, MS-Excel templates at 38%, and WHONET at 19%. This variety in submission methods allows for flexibility depending on the technological capacity of the individual laboratory.","LIMS (43%), MS-Excel template (38%), WHONET (19%), data submission methods, human health sector",hard,4,PENDING,,,
30_aquaculture_metagenomics,30_aquaculture_metagenomics,30_aquaculture_metagenomics_FR1,factual_recall,"What specific percentages of prokaryotes, eukaryotes, archaea, and viruses were identified using the shotgun metagenomics data?","According to the shotgun metagenomics data, the community profile consisted of 75.55% prokaryotes, 23.97% eukaryotes, 0.24% archaea, and 0.24% viruses.","shotgun metagenomics, prokaryotes, eukaryotes, archaea, viruses",easy,11,PENDING,,,
30_aquaculture_metagenomics,30_aquaculture_metagenomics,30_aquaculture_metagenomics_CO2,conceptual,"How do the three sequencing approaches (16S rRNA, PacBio long-read, and shotgun metagenomics) differ in their contribution to the study's characterization of the microbial environment?","16S rRNA sequencing is used to track spatio-temporal patterns and alpha richness across samples. PacBio long-read amplicons provide higher taxonomic resolution to identify specific species and pathogens, while shotgun metagenomics provides a cross-domain view that includes non-bacterial organisms such as fungi and viruses.","spatio-temporal patterns, taxonomic resolution, pathogen detection, non-bacterial domains, community composition",medium,"9, 11",PENDING,,,
30_aquaculture_metagenomics,30_aquaculture_metagenomics,30_aquaculture_metagenomics_TE3,technical,"Based on the comparative analysis of the Earth (V4) and MiSeq (V3-V4) primers, what were the quantitative differences in alpha richness and how did this impact the interpretation of community structure?","The Earth primers (V4) yielded a higher alpha richness (1070–2240 ASVs) compared to the MiSeq primers (V3-4: 441–1962 ASVs). However, the choice of primer did not impact the observed community structure, as both primers resulted in identical patterns when analyzed via Multidimensional scaling (MDS) plots.","alpha richness, ASVs, V4 region, V3-V4 region, MDS plots, community structure",hard,9,PENDING,,,
14_bovine_tb_cameroon,14_bovine_tb_cameroon,14_bovine_tb_cameroon_FR1,factual_recall,What were the specific bovine tuberculosis (bTB) prevalence estimates calculated in this study based on the different diagnostic tests and thresholds used?,"The study estimated the prevalence of bTB as 6.8% (95% CI: 4.35%–9.41%) for the Comparative Intradermal Tuberculin Test (CIDT) at a 3 mm threshold, 0.6% (95% CI: 0%–1.2%) for the CIDT at a 4 mm threshold, and 1.8% (95% CI: 0%–3.6%) for the Simple Intradermal Tuberculin Test (SITT) at a 4 mm threshold.","CIDT, SITT, threshold, prevalence, 3 mm, 4 mm",easy,4,PENDING,,,
14_bovine_tb_cameroon,14_bovine_tb_cameroon,14_bovine_tb_cameroon_CO2,conceptual,How does the choice of diagnostic method and skinfold thickness threshold impact the assessment of bTB exposure according to the study's findings?,"The prevalence of bTB is highly sensitive to both the type of test (CIDT vs. SITT) and the specific millimeter threshold applied to the skinfold reaction. The results show that using a more stringent 4 mm threshold for CIDT results in a much lower prevalence (0.6%) compared to a 3 mm threshold (6.8%), indicating that the diagnostic interpretation grid significantly shifts the perceived disease burden within the same cattle population.","diagnostic test, skinfold thickness, interpretation grid, sensitivity, threshold variation",medium,4,PENDING,,,
14_bovine_tb_cameroon,14_bovine_tb_cameroon,14_bovine_tb_cameroon_TE3,technical,Which specific statistical software and metrics were employed to refine the logistic regression models and verify the independence of the identified risk factors?,"The researchers used R software for univariate and multivariate logistic regression modeling. To ensure the quality and proper selection of the models, the Akaike Information Criterion (AIC) was utilized, and the Variance Inflation Factor (VIF) was calculated to test for multi-collinearity among the variables in the final model.","R software, Akaike Information Criterion (AIC), Variance Inflation Factor (VIF), multi-collinearity, logistic regression",medium,1,PENDING,,,
27_inap_pipeline,27_inap_pipeline,27_inap_pipeline_FR1,factual_recall,"What are the names of the two specialized pipelines integrated into iNAP, and what specific types of microbial associations do they represent?","iNAP integrates the molecular ecological network analysis pipeline (MENAP) and the interdomain ecological network analysis pipeline (IDENAP). These pipelines correspond to the intradomain and interdomain associations of microbial species, respectively.","MENAP, IDENAP, intradomain, interdomain, microbial species",easy,1,PENDING,,,
27_inap_pipeline,27_inap_pipeline,27_inap_pipeline_CO2,conceptual,How does the iNAP system facilitate the visualization and downstream interpretation of the generated ecological networks?,"iNAP provides automated visualization outputs that are directly compatible with major public-friendly software programs, specifically Cytoscape and Gephi. This allows users to interpret the data by visualizing networks through different lenses, such as coloring by taxonomic groups or module compartments to reveal the underlying biological structure.","Cytoscape, Gephi, taxonomic group, module compartments, network visualization",medium,"5, 7",PENDING,,,
27_inap_pipeline,27_inap_pipeline,27_inap_pipeline_TE3,technical,Which specific algorithms and methods does iNAP recommend for constructing networks from non-temporal versus temporal microbial datasets?,"For non-temporal datasets, iNAP recommends SparCC, SPIEC-EASI, and RMT-based Pearson's and Spearman's correlations. For temporal datasets, the system suggests using eLSA/LA along with RMT-based Pearson's and Spearman's approaches to identify associations.","SparCC, SPIEC-EASI, eLSA, Random Matrix Theory (RMT), non-temporal, temporal",hard,"2, 3",PENDING,,,
32_amr_livestock_environment,32_amr_livestock_environment,32_amr_livestock_environment_FR1,factual_recall,What is the projected annual human mortality rate associated with antimicrobial resistance by the year 2050 if current trends continue?,"According to the paper, there is an anticipation of 10 million annual AR-associated deaths by 2050 if current trends continue.","10 million, annual deaths, 2050, current trends",easy,1,PENDING,,,
32_amr_livestock_environment,32_amr_livestock_environment,32_amr_livestock_environment_CO2,conceptual,How do the interconnected domains of the One Health framework contribute to the cycle of antimicrobial resistance dissemination?,"The One Health perspective describes a flow where livestock act as significant reservoirs for zoonotic pathogens (like E. coli and Salmonella) carrying resistance genes. These resistance genes and unchanged antibiotics (excreted at rates of 30-90%) are released into soil and water ecosystems, which serve as a 'global resistome' and repository, ultimately allowing resistance to cycle back to humans through environmental and animal contact.","One Health, livestock reservoirs, global resistome, antibiotic excretion, AR dissemination",hard,"2, 4, 5, 7",PENDING,,,
32_amr_livestock_environment,32_amr_livestock_environment,32_amr_livestock_environment_TE3,technical,"Based on statistical modeling estimates, what was the estimated global antimicrobial usage in livestock for 2020 and what is the projected usage for 2030?","Global antimicrobial usage in livestock was estimated at 99,502 tons in 2020. It is projected to increase by 8% to reach a total of 107,472 tons by 2030.","99,502 tons, 107,472 tons, 8% increase, 2030 projection",medium,2,PENDING,,,
15_rabies_tanzania,15_rabies_tanzania,15_rabies_tanzania_FR1,factual_recall,"How many human rabies deaths were recorded during the study period, and what was observed regarding their treatment status?","A total of 48 human rabies deaths were identified over the 2002-2022 study period, with the number of deaths peaking in 2011. Notably, none of the victims of these recorded deaths had completed a full course of post-exposure vaccinations.","48 human rabies deaths, post-exposure vaccinations, 2011 peak, Serengeti District",easy,8,PENDING,,,
15_rabies_tanzania,15_rabies_tanzania,15_rabies_tanzania_CO2,conceptual,Explain how spatial heterogeneity in vaccination coverage impacts the persistence of rabies even when average coverage targets are met.,"Spatial heterogeneity in vaccination coverage acts as a significant driver of rabies persistence because uneven distribution among villages creates pockets of high susceptibility. The study's power mean susceptibility models demonstrated that for the same average coverage, high heterogeneity among non-focal villages resulted in an effective focal incidence 2.6 times greater than a scenario with homogeneous coverage.","spatial heterogeneity, power mean susceptibility, focal incidence, homogeneous distribution, rabies persistence",hard,"9, 13",PENDING,,,
15_rabies_tanzania,15_rabies_tanzania,15_rabies_tanzania_TE3,technical,"What methodological approach and software tool were used to distinguish between local rabies transmission and disease incursions, and how did the proportion of incursions change by 2022?","The study utilized transmission-tree reconstruction using the 'treerabid' R package to identify rabies incursions from outside the district. The analysis found that as local transmission was interrupted, the proportion of cases attributed to incursions rose significantly, reaching 50% of all recorded cases in 2022, compared to only 3% prior to 2018.","treerabid R package, transmission-tree reconstruction, disease incursions, local transmission, 50% of cases",medium,"10, 14",PENDING,,,
42_campylobacter_wgs_thailand,42_campylobacter_wgs_thailand,42_campylobacter_wgs_thailand_FR1,factual_recall,"Which specific sequence type was identified as the most prominent in the study, and what was the assigned number for the novel sequence type discovered?","The most prominent sequence type identified was ST 2274, which accounted for 19.2% of the isolates (5 out of 26). The study also discovered a novel sequence type assigned the number ST 13540 by PubMLST.","ST 2274, ST 13540, PubMLST, prominent sequence type",easy,"1, 5",PENDING,,,
42_campylobacter_wgs_thailand,42_campylobacter_wgs_thailand,42_campylobacter_wgs_thailand_CO2,conceptual,"Based on the findings, how do the genotypic markers for resistance in C. jejuni relate to its observed phenotypic resistance against fluoroquinolones?","There is a high correlation between genotypic markers and phenotypic resistance in C. jejuni; 95.2% of the isolates possessed gyrA point mutations, which aligns with the finding that 100% of the C. jejuni isolates demonstrated phenotypic resistance to the fluoroquinolones ciprofloxacin and enrofloxacin, as well as nalidixic acid.","gyrA mutations, fluoroquinolones, ciprofloxacin, phenotypic resistance, genotype-phenotype correlation",medium,1,PENDING,,,
42_campylobacter_wgs_thailand,42_campylobacter_wgs_thailand,42_campylobacter_wgs_thailand_TE3,technical,Describe the bioinformatic tools and methods used for the de novo assembly and the subsequent identification of antimicrobial resistance genes and virulence factors.,"The study performed de novo assembly of Illumina MiSeq reads using SPAdes. For bioinformatic analysis, ResFinder was utilized to identify antimicrobial resistance genes (ARGs), while the Virulence Factor Database (VFDB) was used to detect virulence factors and Kmerfinder was used for species identification.","SPAdes, ResFinder, VFDB, Kmerfinder, Illumina MiSeq",medium,1,PENDING,,,
25_dairy_cow_feed,25_dairy_cow_feed,25_dairy_cow_feed_FR1,factual_recall,"Which specific genomic regions were identified as co-localizing the rumen microbiome and feed efficiency traits, and where was the cluster on BTA11 located?","Significant genomic regions co-localizing the rumen microbiome and feed efficiency traits were identified on BTA3, BTA7, and BTA11. Specifically, on BTA11, two significant co-localized SNPs between dry matter intake (DMI) and the rumen microbiome clustered in the region of 6.1–6.2 Mb.","BTA3, BTA7, BTA11, 6.1–6.2 Mb, co-localization",easy,6,PENDING,,,
25_dairy_cow_feed,25_dairy_cow_feed,25_dairy_cow_feed_CO2,conceptual,"How does the host genome at Chr3: 116.5 Mb influence residual feed intake (RFI), and what role do microbes play in this relationship?","The cow genome at Chr3: 116.5 Mb does not affect residual feed intake (RFI) directly; instead, it affects RFI indirectly through mediation. This relationship is mediated by the abundance of specific microbes, including Syntrophococcus, Prevotella, and an unknown genus belonging to the Class Bacilli.","indirect effect, mediation, Syntrophococcus, Prevotella, Class Bacilli, RFI",medium,8,PENDING,,,
25_dairy_cow_feed,25_dairy_cow_feed,25_dairy_cow_feed_TE3,technical,"What specific algorithm was used for causal structural learning in the study, and how was the stability of the resulting causal networks evaluated?","The researchers used the Incremental Association Markov Blanket (IAMB) algorithm for causal structural learning, which utilized Fisher’s Z test for conditional independence. The stability of the resulting causal networks was evaluated using Jackknife resampling.","Incremental Association Markov Blanket, IAMB, Jackknife resampling, Fisher’s Z test, causal structural learning",hard,1,PENDING,,,
